verdict,claim,date,source,reviewer,language,raw_verdict,raw_verdict_en
misinformation,Evren Matematik Dilinde Yazılmıştır Evrenin Harfleri Üçgenler Daireler Geometrik Biçimlerdir Herkes Matematik Bilgisinin Çok Gerekli Olduğuna İnanmalıdır Matematik Olmadan Dünya Kesinlikle Anlaşılamaz Matematiksiz Ancak Karanlık Bir Labirentte Dolanılır Sözünün Atatürk'e Ait Olduğu İddiası,2015-12-01T00:00:00Z,Sözcü,malumatfurus.org,tr,YANLIS,False
misinformation,Jak Kamhi'nin Mustafa Kemal Atatürk'ün Yahudi Olduğunu Gördüklerim Yaşadıklarım Adlı Kitabında Aktardığı ve Taha Akyol'un Bu Yönde Bir Analizinin Bulunduğu İddiası,2019-08-07T00:00:00Z,Yalan Tarih,malumatfurus.org,tr,YANLIS,False
misinformation,Videonun Gazze'den İsrail'e Atılan Roketlere Ait Olduğu İddiası,2021-05-12T00:00:00Z,Hay Eytan Cohen Yanarocak,malumatfurus.org,tr,YANLIS,False
misinformation,Bayramlık Giymesi Gereken Çocuklara Kefenlik Giydirdiniz Notuyla Paylaşılan Kefene Sarılı Çocuk Naaşlarına Ait Fotoğrafın Filistin'den Olduğu İddiası,2021-05-11T00:00:00Z,Yasin Dalkılınç,malumatfurus.org,tr,YANLIS,False
misinformation,Görüntünün Filistin'de Meydana Gelen Saldırıda Öldüğünü Düşündüğü Kardeşini Gören Filistinli Çocuğa Ait Olduğu İddiası,2021-05-11T00:00:00Z,Mert İyem,malumatfurus.org,tr,YANLIS,False
misinformation,Görselin Ay'ın 28 Gün Boyunca Aynı Yer ve Saatte Çekilen Fotoğraflarının Birleşimi Olduğu İddiası,2020-12-28T00:00:00Z,Evreni Merak Ediyoruz,malumatfurus.org,tr,YANLIS,False
misinformation,"Kadınların Doğum Sırasında 57 Del Acı Hissettiği, Doğum Sancısının 20 Kemiğin Kırılmasıyla Eşdeğer Olduğu, Testislere Yenen Tekmenin 9000 Del Ölçüsünde ve 160 Doğuma Tekabûl Ettiği İddiası",2014-05-11T00:00:00Z,Yaşar Eyice,malumatfurus.org,tr,YANLIS,False
misinformation,Paylaşılan Görselin 1984 Yılındaki Ankara - Aksaray Karayoluna Ait Olduğu İddiası,2021-05-04T00:00:00Z,Semiha Ekinci,malumatfurus.org,tr,YANLIS,False
misinformation,Baharı Yaz Uğruna Tükettik Aşkı Naz Uğruna Ve Papatyaları Seviyor Sevmiyor Uğruna Derken Ömrü Tükettik Bir Hiç Uğruna” Şiirinin Sezai Karakoç’a Ait Olduğu İddiası,2020-06-01T00:00:00Z,Öznur Çalık,malumatfurus.org,tr,YANLIS,False
misinformation,La foto del soldato che punta il fucile verso una bambina a terra,2021-05-11T00:00:00Z,,facta.news,it,Fuori contesto,Out of context
misinformation,"«Malak AL-Tanany 3 anni, il suo nome significa angelo. Malak è stata uccisa a Gaza dalle bombe israeliane. Malak è una dei tanti bambini che stanno pagando con il loro sangue una guerra infinita»",2021-05-17T00:00:00Z,,facta.news,it,Fuori contesto,Out of context
misinformation,«Quando sei un martire palestinese morto ma il tuo naso continua a prudere»,2021-05-19T00:00:00Z,,facta.news,it,Fuori contesto,Out of context
misinformation,La Corte Suprema del Canada ha accolto una causa per crimini contro l'umanità relativa alle misure contro la Covid-19,2021-05-18T00:00:00Z,,facta.news,it,Notizia falsa,False news
misinformation,«Una bambina salva i libri dalla guerra. Un segno di speranza dalla striscia di Gaza bombardata ancora una volta da Israele»,2021-05-15T00:00:00Z,,facta.news,it,Notizia falsa,False news
misinformation,La proteina Spike è un'arma biologica,2021-05-04T00:00:00Z,Lawrence Palevsky,facta.news,it,Notizia falsa,False news
misinformation,"Riaperture, Galli e Crisanti: ""Rischio altissimo. A maggio avremo le terapie intensive piene""",2021-05-18T00:00:00Z,,facta.news,it,Notizia falsa,False news
misinformation,"Recentissimi scavi hanno dimostrato che le “teste giganti” dell’Isola di Pasqua sono in realtà dei veri “giganti di pietra” sotterrati, la cui testa affiorava dalla terra. Fiumi di inchiostro buttati. Una nuova storia da riscrivere»",2021-05-18T00:00:00Z,,facta.news,it,Notizia falsa,False news
misinformation,"If 45 members of the Northern Ireland Assembly vote to revoke the Northern Ireland Protocol, then the Protocol goes.",2021-05-17T00:00:00Z,Christopher Stalford,factcheckni.org,en,"INACCURATE. The Assembly cannot simply vote and “the Protocol goes”. By December 2024, the Assembly will vote on whether to continue with or withdraw consent for Articles 5–10 of the Protocol (but not the whole Protocol).","INACCURATE. The Assembly cannot simply vote and “the Protocol goes”. By December 2024, the Assembly will vote on whether to continue with or withdraw consent for Articles 5–10 of the Protocol (but not the whole Protocol)."
misinformation,Public spending in Northern Ireland is 45% higher than it is in Ireland.,2021-03-31T00:00:00Z,University of Liverpool,factcheckni.org,en,"INACCURATE WITH CONSIDERATION. Using public expenditure as a measure of public spending, total public expenditure per person in Northern Ireland in 2015–16 was 10% higher than in Ireland. More recently, it was lower than in Ireland. As a part of national output (GDP), government consumption contributed an estimated 45% more, per person, in Northern Ireland than it did in Ireland. But government consumption excludes aspects of spending, like investment in roads and social welfare.","INACCURATE WITH CONSIDERATION. Using public expenditure as a measure of public spending, total public expenditure per person in Northern Ireland in 2015–16 was 10% higher than in Ireland. More recently, it was lower than in Ireland. As a part of national output (GDP), government consumption contributed an estimated 45% more, per person, in Northern Ireland than it did in Ireland. But government consumption excludes aspects of spending, like investment in roads and social welfare."
factual,Ireland has the fastest growing economy in the Eurozone.,2021-02-25T00:00:00Z,University of Liverpool,factcheckni.org,en,"ACCURATE. According to the most recent annual figures, Ireland has the highest annual rate of GDP growth (both as an absolute figure and if adjusted for the size of population) of the 19 countries in the Eurozone. However, Ireland is ranked much lower if other economic measures like Gross National Income are used.","ACCURATE. According to the most recent annual figures, Ireland has the highest annual rate of GDP growth (both as an absolute figure and if adjusted for the size of population) of the 19 countries in the Eurozone. However, Ireland is ranked much lower if other economic measures like Gross National Income are used."
misinformation,"The next electoral canvass in Northern Ireland must be completed before 2023, ten years after the 2013 canvass.",2021-02-20T00:00:00Z,Newton Emerson,factcheckni.org,en,"INACCURATE WITH CONSIDERATION. Legislation lists the years in which a canvass must be completed. It is specific that a canvass is due in 2021, with the subsequent one in 2030 and then every following ten years unless the Act is amended. An ad hoc canvass in intervening years does not reset the need for these end of decade canvasses.","INACCURATE WITH CONSIDERATION. Legislation lists the years in which a canvass must be completed. It is specific that a canvass is due in 2021, with the subsequent one in 2030 and then every following ten years unless the Act is amended. An ad hoc canvass in intervening years does not reset the need for these end of decade canvasses."
factual,UK passports are produced by non-UK companies.,2020-10-20T00:00:00Z,Richard Moore,factcheckni.org,en,"ACCURATE WITH CONSIDERATION. The new (blue) UK passport is produced by Thales Group (headquartered in France). However, passports will be personalised with the holder’s details in the UK.","ACCURATE WITH CONSIDERATION. The new (blue) UK passport is produced by Thales Group (headquartered in France). However, passports will be personalised with the holder’s details in the UK."
factual,Northern Ireland is one of the most “locked-down” places in the world.,2021-02-22T00:00:00Z,Christopher Stalford,factcheckni.org,en,"ACCURATE. According to a “Government Stringency Index”, the UK has one of the strictest lockdown policies in the world, but the Northern Ireland Executive’s response is not the strictest within the UK.","ACCURATE. According to a “Government Stringency Index”, the UK has one of the strictest lockdown policies in the world, but the Northern Ireland Executive’s response is not the strictest within the UK."
misinformation,CLAIM: There have been just 113 COVID-19 deaths in all in Northern Ireland.,2021-02-14T00:00:00Z,Dee Brotherston,factcheckni.org,en,"INACCURATE WITH CONSIDERATION. At face value, the figure is contradicted by other evidence and ignores or misunderstands comorbidity and causes of death. Data shows that by the end of September 2020, COVID-19 was the underlying cause of death for 808 deaths (89.6%) of the 902 COVID-19-related deaths registered.","INACCURATE WITH CONSIDERATION. At face value, the figure is contradicted by other evidence and ignores or misunderstands comorbidity and causes of death. Data shows that by the end of September 2020, COVID-19 was the underlying cause of death for 808 deaths (89.6%) of the 902 COVID-19-related deaths registered."
misinformation,The murder rate in Belfast was sixth highest in a list of cities in Europe (according to 2010 data).,2020-07-08T00:00:00Z,maps4u,factcheckni.org,en,"INACCURATE. Available data shows other cities with higher homicide rates. Data for some other cities was not and is not published. By any reasonable definition, homicide rates in Belfast are not among the highest in Europe today.","INACCURATE. Available data shows other cities with higher homicide rates. Data for some other cities was not and is not published. By any reasonable definition, homicide rates in Belfast are not among the highest in Europe today."
misinformation,"Israel mata a ""Ángela de Gaza"", Malak Rafat al-Tanani, una niña hermosísima de siete años, que murió en un ataque israelí contra Gaza",2021-05-16T00:00:00Z,Varias fuentes,factual.afp.com,es,Falso,Fake
misinformation,Pfizer ha anunciado un acuerdo con Microsoft para incluir chips en las vacunas contra el coronavirus,2021-04-18T00:00:00Z,Varias fuentes,factual.afp.com,es,Falso,Fake
misinformation,"Foto de Cristiano Ronaldo con el pueblo palestino, los palestinos, Todos con Palestine",2021-05-16T00:00:00Z,Varias fuentes,factual.afp.com,es,Falso,Fake
misinformation,AMLO el presidente mejor evaluado del mundo según encuesta,2021-05-14T00:00:00Z,Varias fuentes,factual.afp.com,es,Engañoso,Misleading
misinformation,Votar por más de un partido en coalición anula la boleta,2021-05-08T00:00:00Z,Varias fuentes,factual.afp.com,es,Falso,Fake
misinformation,"Chinda Brandolino: vacuna contra covid-19 contiene solución metálica, genera autoinmunidad y modifica el genoma humano",2021-05-20T00:00:00Z,Chinda Brandolino,factual.afp.com,es,Falso,Fake
misinformation,Meme con datos sobre la devaluación del peso con cada presidente de México muestran la buena gestión de AMLO,2021-04-24T00:00:00Z,Varias fuentes,factual.afp.com,es,Engañoso,Misleading
misinformation,El gobierno español de Pedro Sánchez promete al presidente de Argentina 4.500 millones de euros,2021-05-13T00:00:00Z,Varias fuentes,factual.afp.com,es,Falso,Fake
misinformation,"Μέχρι στιγμής έχουν προκύψει 10,570 θάνατοι και 405,259 παρενέργειες μετά από εμβολιασμό κατά COVID-19.",2021-05-16T00:00:00Z,"Σελίδες ενημέρωσης, ιστολόγια και λογαριασμοί στα μέσα κοινωνικής δικτύωσης",ellinikahoaxes.gr,el,Παραπληροφόρηση,Misinformation
misinformation,Βίντεο παρουσιάζει τις αναταράξεις που επικρατούν στην Ισπανία εξαιτίας του κορωνοϊού.,2021-05-16T00:00:00Z,Χρήστες μέσων κοινωνικής δικτύωσης,ellinikahoaxes.gr,el,Παραπληροφόρηση,Misinformation
